,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
14316,7.7,False,False,False,,7799,5-10 Years
14317,1.3,True,False,False,,73880,< 5 Years
14318,0.55,True,False,False,TensorFlow,66616,< 5 Years
14319,3.2,True,False,True,,66121,< 5 Years
14320,4.5,True,False,False,Scikit-learn,3846,< 5 Years
14321,4.7,True,False,False,Keras,18775,< 5 Years
14322,17.7,True,False,True,,1915,15-20 Years
14323,2.1,True,False,True,,708,< 5 Years
14324,1.0,True,False,True,,57907,< 5 Years
14325,2.4,True,True,False,,14365,< 5 Years
14326,0.22,True,False,False,Scikit-learn,4906,< 5 Years
14327,17.6,True,True,True,Keras,437039,15-20 Years
14328,3.9,True,True,True,Keras,1216,< 5 Years
14329,2.0,True,True,True,Scikit-learn,69886,< 5 Years
14330,0.4,True,False,True,,67740,< 5 Years
14331,2.8,True,True,False,TensorFlow,65348,< 5 Years
14332,18.5,True,False,False,Keras,377,15-20 Years
14333,3.2,True,False,True,PyTorch,64647,< 5 Years
14334,0.62,True,False,True,,56068,< 5 Years
14335,4.9,True,False,False,TensorFlow,4193,< 5 Years
14336,4.2,True,False,False,TensorFlow,57467,< 5 Years
14337,3.5,True,False,True,TensorFlow,67516,< 5 Years
14338,2.8,True,False,True,,633,< 5 Years
14339,0.35,True,False,True,TensorFlow,86,< 5 Years
14340,20.6,True,False,True,Scikit-learn,65763,20-25 Years
14341,15.8,False,False,False,,16280,15-20 Years
14342,7.0,True,False,True,,64719,5-10 Years
14343,1.6,True,True,True,,73022,< 5 Years
14344,3.0,True,False,True,Scikit-learn,1374,< 5 Years
14345,4.3,True,True,True,Scikit-learn,970,< 5 Years
14346,14.3,True,True,True,PyTorch,45307,10-15 Years
14347,1.9,True,False,True,Scikit-learn,5916,< 5 Years
14348,0.85,True,False,False,Scikit-learn,69735,< 5 Years
14349,3.0,False,False,True,Scikit-learn,53709,< 5 Years
14350,0.34,True,False,True,,1181,< 5 Years
14351,2.7,True,False,False,,59237,< 5 Years
14352,2.6,True,False,True,Scikit-learn,62658,< 5 Years
14353,0.35,False,False,False,,65174,< 5 Years
14354,10.7,False,False,False,,1987,10-15 Years
14355,9.2,True,False,False,Scikit-learn,50867,5-10 Years
14356,4.1,True,False,False,,60521,< 5 Years
14357,0.0,False,False,False,,1081,< 5 Years
14358,18.7,True,False,False,Scikit-learn,50476,15-20 Years
14359,18.8,True,True,True,PyTorch,390894,15-20 Years
14360,0.29,True,False,False,PyTorch,162,< 5 Years
14361,0.53,True,False,True,,61279,< 5 Years
14362,0.68,True,False,False,,69167,< 5 Years
14363,29.7,True,False,True,PyTorch,51335,25+ Years
14364,0.29,True,False,True,TensorFlow,42877,< 5 Years
14365,24.8,True,True,True,PyTorch,1187349,20-25 Years
14366,26.1,True,False,True,Scikit-learn,602,25+ Years
14367,5.5,True,False,False,PyTorch,123044,5-10 Years
14368,1.8,True,False,False,Keras,67997,< 5 Years
14369,2.2,True,False,False,Scikit-learn,63944,< 5 Years
14370,2.3,False,False,False,,5172,< 5 Years
14371,10.5,True,True,True,Scikit-learn,1372,10-15 Years
14372,3.5,True,False,False,Keras,53299,< 5 Years
14373,3.8,True,True,True,,53744,< 5 Years
14374,2.4,True,False,False,TensorFlow,64631,< 5 Years
14375,2.3,True,False,True,Scikit-learn,56682,< 5 Years
14376,2.9,True,True,False,Scikit-learn,54262,< 5 Years
14377,0.64,True,False,True,,24757,< 5 Years
14378,0.62,True,False,True,Keras,178,< 5 Years
14379,2.6,True,True,True,Scikit-learn,65826,< 5 Years
14380,6.7,True,False,False,Keras,21419,5-10 Years
14381,0.41,True,False,False,,41567,< 5 Years
14382,5.7,True,False,False,Scikit-learn,422,5-10 Years
14383,0.31,True,False,False,Scikit-learn,67088,< 5 Years
14384,2.6,False,True,True,,17816,< 5 Years
14385,2.0,True,False,True,Scikit-learn,52881,< 5 Years
14386,2.5,True,False,False,,62277,< 5 Years
14387,0.96,True,False,True,Scikit-learn,67786,< 5 Years
14388,2.0,True,False,False,TensorFlow,934,< 5 Years
14389,0.36,True,False,False,TensorFlow,1706,< 5 Years
14390,5.4,True,False,True,Scikit-learn,59035,5-10 Years
14391,0.2,True,False,True,,892,< 5 Years
14392,23.1,False,False,False,,8711,20-25 Years
14393,0.92,True,False,False,,50156,< 5 Years
14394,7.5,True,True,True,Scikit-learn,9642,5-10 Years
14395,0.23,True,True,False,PyTorch,64,< 5 Years
14396,0.0,False,False,False,,5235,< 5 Years
14397,0.37,True,True,True,Scikit-learn,51704,< 5 Years
14398,2.2,True,False,False,,56763,< 5 Years
14399,24.2,True,False,True,,42999,20-25 Years
14400,1.2,True,False,False,TensorFlow,2969,< 5 Years
14401,0.44,True,False,False,Scikit-learn,317,< 5 Years
14402,4.0,True,False,False,,70495,< 5 Years
14403,25.5,True,False,True,PyTorch,190320,25+ Years
14404,4.8,True,False,True,Scikit-learn,69615,< 5 Years
14405,4.1,True,False,True,Keras,16186,< 5 Years
14406,9.9,True,False,True,Scikit-learn,31300,5-10 Years
14407,2.3,True,False,False,Scikit-learn,1387,< 5 Years
14408,0.55,True,False,True,,59943,< 5 Years
14409,0.54,True,True,False,Keras,4219,< 5 Years
14410,0.0,False,False,False,,7028,< 5 Years
14411,5.8,True,True,True,Keras,53749,5-10 Years
14412,0.87,False,False,True,,39197,< 5 Years
14413,10.2,True,False,False,Scikit-learn,9477,10-15 Years
14414,1.2,True,False,False,TensorFlow,65988,< 5 Years
14415,18.7,True,False,False,Scikit-learn,52705,15-20 Years
14416,3.2,True,False,True,,50798,< 5 Years
14417,5.7,True,False,False,TensorFlow,188599,5-10 Years
14418,4.2,True,False,False,TensorFlow,52636,< 5 Years
14419,5.7,True,True,True,TensorFlow,57011,5-10 Years
14420,28.2,True,False,False,Keras,63286,25+ Years
14421,2.8,True,False,False,TensorFlow,60218,< 5 Years
14422,3.0,True,False,False,TensorFlow,60,< 5 Years
14423,2.5,True,False,False,Scikit-learn,67940,< 5 Years
14424,8.4,True,True,True,Keras,55556,5-10 Years
14425,2.5,True,False,False,Scikit-learn,2901,< 5 Years
14426,5.2,True,False,True,TensorFlow,41816,5-10 Years
14427,1.4,True,False,True,PyTorch,60492,< 5 Years
14428,0.73,True,False,False,,65660,< 5 Years
14429,0.58,True,False,True,,3245,< 5 Years
14430,0.74,True,False,False,,55780,< 5 Years
14431,5.0,True,True,True,Keras,107289,< 5 Years
14432,0.4,True,False,False,Scikit-learn,12394,< 5 Years
14433,1.4,True,False,False,Keras,63979,< 5 Years
14434,2.5,True,False,False,Scikit-learn,5989,< 5 Years
14435,2.9,True,False,True,Scikit-learn,104,< 5 Years
14436,4.8,True,False,True,Scikit-learn,67104,< 5 Years
14437,21.9,True,False,True,TensorFlow,32258,20-25 Years
14438,1.9,True,False,True,Scikit-learn,1577,< 5 Years
14439,7.0,True,False,False,Scikit-learn,696,5-10 Years
14440,1.9,True,False,False,Scikit-learn,24170,< 5 Years
14441,25.3,False,False,False,,172856,25+ Years
14442,3.8,False,True,False,Scikit-learn,45955,< 5 Years
14443,1.4,True,False,False,,64738,< 5 Years
14444,2.5,True,False,True,Scikit-learn,1355,< 5 Years
14445,0.56,True,False,False,,71037,< 5 Years
14446,6.9,True,False,True,,1064,5-10 Years
14447,4.0,False,False,False,,61676,< 5 Years
14448,14.9,False,False,True,Scikit-learn,43407,10-15 Years
14449,0.97,False,False,True,,6795,< 5 Years
14450,0.61,False,True,False,,24348,< 5 Years
14451,2.4,True,False,True,Scikit-learn,66432,< 5 Years
14452,1.6,True,False,False,Keras,74825,< 5 Years
14453,0.25,True,False,False,,73373,< 5 Years
14454,3.3,True,True,True,Scikit-learn,53765,< 5 Years
14455,0.59,True,False,True,Scikit-learn,64413,< 5 Years
14456,5.7,True,False,True,TensorFlow,52096,5-10 Years
14457,0.84,True,False,True,Scikit-learn,64657,< 5 Years
14458,2.6,True,False,True,Scikit-learn,7313,< 5 Years
14459,4.6,True,False,False,Scikit-learn,72860,< 5 Years
14460,0.53,True,False,False,PyTorch,66412,< 5 Years
14461,2.5,True,False,True,Scikit-learn,17300,< 5 Years
14462,4.7,True,False,False,PyTorch,69564,< 5 Years
14463,5.6,True,True,True,TensorFlow,2523,5-10 Years
14464,2.6,False,False,True,,67240,< 5 Years
14465,1.2,True,False,False,Keras,73596,< 5 Years
14466,22.9,True,False,True,Scikit-learn,51076,20-25 Years
14467,4.5,True,False,False,,53995,< 5 Years
14468,4.9,True,False,True,TensorFlow,4408,< 5 Years
14469,2.9,True,False,True,Scikit-learn,69245,< 5 Years
14470,0.48,True,False,False,Scikit-learn,722,< 5 Years
14471,3.2,True,True,True,Scikit-learn,62786,< 5 Years
14472,5.7,False,False,False,,68401,5-10 Years
14473,1.7,False,False,True,,54516,< 5 Years
14474,0.44,True,False,False,Scikit-learn,69447,< 5 Years
14475,3.6,True,False,True,Scikit-learn,73408,< 5 Years
14476,1.2,True,False,False,Scikit-learn,71446,< 5 Years
14477,4.2,True,False,True,Scikit-learn,55276,< 5 Years
14478,3.8,True,False,True,,66142,< 5 Years
14479,4.1,False,False,False,,54125,< 5 Years
14480,4.2,True,True,False,Scikit-learn,2658,< 5 Years
14481,2.7,True,False,True,,61040,< 5 Years
14482,19.0,True,False,True,TensorFlow,195467,15-20 Years
14483,2.4,True,False,False,,79722,< 5 Years
14484,5.1,True,False,True,Scikit-learn,60297,5-10 Years
14485,3.4,False,True,False,TensorFlow,30211,< 5 Years
14486,2.4,True,True,True,Scikit-learn,61700,< 5 Years
14487,5.3,True,False,True,PyTorch,48536,5-10 Years
14488,1.7,True,True,True,Keras,61604,< 5 Years
14489,0.21,True,True,False,,57669,< 5 Years
14490,3.0,False,False,False,,1740,< 5 Years
14491,12.0,True,False,True,Scikit-learn,57287,10-15 Years
14492,5.7,True,True,True,Scikit-learn,7377,5-10 Years
14493,0.97,False,True,False,Scikit-learn,1237,< 5 Years
14494,2.8,True,False,True,,68192,< 5 Years
14495,4.3,True,False,True,PyTorch,5358,< 5 Years
14496,16.6,False,False,True,,81733,15-20 Years
14497,2.1,True,False,False,Scikit-learn,70846,< 5 Years
14498,20.6,True,False,True,,62309,20-25 Years
14499,13.6,True,False,False,,183,10-15 Years
14500,3.7,False,True,True,Scikit-learn,87651,< 5 Years
14501,18.4,True,False,True,Keras,57945,15-20 Years
14502,1.0,True,False,False,Scikit-learn,1900,< 5 Years
14503,0.82,True,True,True,TensorFlow,72406,< 5 Years
14504,0.0,False,False,False,,44,< 5 Years
14505,5.4,True,False,False,Scikit-learn,223094,5-10 Years
14506,2.3,True,True,True,PyTorch,63669,< 5 Years
14507,4.3,True,False,False,Keras,29781,< 5 Years
14508,2.8,True,False,False,Scikit-learn,812,< 5 Years
14509,4.9,True,False,False,,54573,< 5 Years
14510,2.4,True,False,False,TensorFlow,89733,< 5 Years
14511,7.7,True,True,True,Scikit-learn,39194,5-10 Years
14512,15.8,True,True,True,,108711,15-20 Years
14513,0.93,True,False,False,,1810,< 5 Years
14514,2.9,True,False,True,PyTorch,28447,< 5 Years
14515,29.5,True,False,False,TensorFlow,21708,25+ Years
14516,2.0,True,False,False,TensorFlow,30969,< 5 Years
14517,2.2,True,False,False,Scikit-learn,65108,< 5 Years
14518,5.2,True,False,False,Scikit-learn,53723,5-10 Years
14519,0.69,True,True,False,PyTorch,50221,< 5 Years
14520,2.6,True,False,False,,59747,< 5 Years
14521,25.0,False,False,False,,56,20-25 Years
14522,3.3,True,False,True,Scikit-learn,79412,< 5 Years
14523,1.8,True,False,True,,56953,< 5 Years
14524,3.4,True,False,True,Scikit-learn,26443,< 5 Years
14525,29.0,True,False,True,Scikit-learn,174542,25+ Years
14526,2.6,True,False,False,PyTorch,622,< 5 Years
14527,27.3,True,False,True,Scikit-learn,111572,25+ Years
14528,4.6,True,False,False,Scikit-learn,56428,< 5 Years
14529,1.0,True,False,False,,106,< 5 Years
14530,4.6,True,False,False,,124677,< 5 Years
14531,1.5,False,False,True,,338,< 5 Years
14532,3.3,True,False,False,,65329,< 5 Years
14533,1.9,True,False,False,,65867,< 5 Years
14534,5.2,True,False,False,PyTorch,56023,5-10 Years
14535,0.24,True,False,False,Scikit-learn,987,< 5 Years
14536,1.3,True,True,True,Keras,58960,< 5 Years
14537,5.1,True,False,True,,878,5-10 Years
14538,0.38,True,False,False,Scikit-learn,54453,< 5 Years
14539,5.0,True,False,False,Scikit-learn,3538,< 5 Years
14540,8.1,True,False,False,TensorFlow,52561,5-10 Years
14541,0.47,True,False,False,Keras,65836,< 5 Years
14542,3.4,True,True,True,Scikit-learn,8493,< 5 Years
14543,2.8,True,False,False,Scikit-learn,269,< 5 Years
14544,3.7,True,False,False,,63038,< 5 Years
14545,6.8,False,False,False,Scikit-learn,261813,5-10 Years
14546,2.3,True,False,False,PyTorch,10051,< 5 Years
14547,29.4,True,False,True,TensorFlow,3584,25+ Years
14548,0.54,True,False,False,Keras,71762,< 5 Years
14549,2.7,True,False,False,Keras,4428,< 5 Years
14550,0.65,True,False,False,PyTorch,1766,< 5 Years
14551,1.3,True,False,False,,62908,< 5 Years
14552,0.21,True,False,False,TensorFlow,1548,< 5 Years
14553,1.8,True,False,False,PyTorch,146,< 5 Years
14554,4.0,False,False,True,,209011,< 5 Years
14555,8.5,True,False,True,Keras,122845,5-10 Years
14556,0.67,True,False,False,,66507,< 5 Years
14557,20.1,True,True,True,Scikit-learn,244779,20-25 Years
14558,4.4,True,False,True,Keras,1474,< 5 Years
14559,29.8,False,False,True,,172385,25+ Years
14560,2.7,True,False,False,,258,< 5 Years
14561,0.0,False,False,False,,66,< 5 Years
14562,3.7,True,False,True,TensorFlow,70197,< 5 Years
14563,2.5,True,False,False,Scikit-learn,6243,< 5 Years
14564,0.8,False,True,False,,50908,< 5 Years
14565,23.7,True,False,False,TensorFlow,38527,20-25 Years
14566,4.9,True,False,False,Keras,12080,< 5 Years
14567,3.9,True,False,False,Scikit-learn,71242,< 5 Years
14568,17.6,True,False,True,Scikit-learn,50776,15-20 Years
14569,0.66,True,False,False,TensorFlow,8638,< 5 Years
14570,1.5,True,False,False,Scikit-learn,28068,< 5 Years
14571,7.5,True,False,True,Scikit-learn,242931,5-10 Years
14572,20.9,False,False,True,,477,20-25 Years
14573,18.9,True,False,False,,53977,15-20 Years
14574,0.47,True,False,False,,69378,< 5 Years
14575,2.9,True,False,False,Scikit-learn,697,< 5 Years
14576,2.8,True,False,False,TensorFlow,64640,< 5 Years
14577,4.2,True,True,False,Keras,55643,< 5 Years
14578,4.8,True,True,True,Scikit-learn,4712,< 5 Years
14579,2.9,True,True,True,PyTorch,71439,< 5 Years
14580,21.0,True,False,False,Scikit-learn,6269,20-25 Years
14581,9.9,False,False,False,,78319,5-10 Years
14582,29.9,True,False,True,PyTorch,4861,25+ Years
14583,0.58,True,False,False,PyTorch,65614,< 5 Years
14584,0.98,False,False,False,,56872,< 5 Years
14585,1.0,True,True,False,Scikit-learn,58195,< 5 Years
14586,0.0,False,False,False,,52692,< 5 Years
14587,12.2,True,False,True,PyTorch,63290,10-15 Years
14588,4.0,True,True,True,Keras,27233,< 5 Years
14589,13.9,True,True,True,,161,10-15 Years
14590,0.74,True,False,True,,601,< 5 Years
14591,0.77,True,True,False,Scikit-learn,167,< 5 Years
14592,0.96,True,False,False,,73858,< 5 Years
14593,1.2,True,False,False,TensorFlow,60069,< 5 Years
14594,8.0,True,False,True,PyTorch,70968,5-10 Years
14595,1.0,True,False,True,Scikit-learn,63950,< 5 Years
14596,1.1,True,False,True,Keras,51318,< 5 Years
14597,24.9,True,True,True,Scikit-learn,71595,20-25 Years
14598,0.6,False,False,False,,50984,< 5 Years
14599,9.7,True,False,False,Keras,61241,5-10 Years
14600,1.7,True,False,True,,69430,< 5 Years
14601,3.8,True,False,True,Scikit-learn,57831,< 5 Years
14602,1.6,False,False,True,,85519,< 5 Years
14603,0.7,True,False,True,Scikit-learn,197135,< 5 Years
14604,0.9,True,False,False,,103878,< 5 Years
14605,4.3,True,False,False,TensorFlow,67764,< 5 Years
14606,8.8,True,True,False,,14236,5-10 Years
14607,0.71,True,False,False,Keras,3611,< 5 Years
14608,1.7,True,False,False,Keras,63107,< 5 Years
14609,15.0,True,False,True,Keras,37814,10-15 Years
14610,1.5,True,False,True,Scikit-learn,73737,< 5 Years
14611,1.4,True,False,True,Keras,4148,< 5 Years
14612,5.6,True,False,False,Scikit-learn,23302,5-10 Years
14613,1.2,True,False,False,Scikit-learn,13846,< 5 Years
14614,0.63,True,True,True,,66941,< 5 Years
14615,2.1,True,False,True,,2900,< 5 Years
14616,0.58,False,False,False,,72817,< 5 Years
14617,0.35,True,True,True,Scikit-learn,61281,< 5 Years
14618,2.4,True,False,True,Scikit-learn,1318,< 5 Years
14619,14.2,False,False,False,TensorFlow,64926,10-15 Years
14620,0.51,True,False,False,,71211,< 5 Years
14621,0.81,True,False,False,Keras,23897,< 5 Years
14622,29.5,False,False,False,,113703,25+ Years
14623,1.4,True,False,True,TensorFlow,132866,< 5 Years
14624,2.5,True,False,True,,70397,< 5 Years
14625,2.0,True,False,False,Scikit-learn,10391,< 5 Years
14626,0.9,False,False,True,,68652,< 5 Years
14627,2.1,True,False,False,,759,< 5 Years
14628,0.29,True,True,True,,70959,< 5 Years
14629,0.89,True,False,False,,54053,< 5 Years
14630,2.9,True,False,False,,567,< 5 Years
14631,2.9,True,False,False,TensorFlow,96634,< 5 Years
14632,3.1,True,False,True,Scikit-learn,6940,< 5 Years
14633,0.55,False,False,False,,66489,< 5 Years
14634,9.4,True,False,False,,2499,5-10 Years
14635,0.47,False,False,True,,59545,< 5 Years
14636,4.7,False,False,False,,69048,< 5 Years
14637,26.9,False,False,False,,406,25+ Years
14638,0.0,False,False,False,,15662,< 5 Years
14639,1.4,True,False,False,PyTorch,51236,< 5 Years
14640,0.75,True,False,True,,890,< 5 Years
14641,0.76,True,False,True,Scikit-learn,3554,< 5 Years
14642,9.4,True,False,True,Scikit-learn,53846,5-10 Years
14643,2.6,True,False,True,,59686,< 5 Years
14644,0.29,True,False,False,,3602,< 5 Years
14645,25.0,True,False,False,PyTorch,304,20-25 Years
14646,1.8,True,False,True,,56736,< 5 Years
14647,0.68,True,False,False,TensorFlow,65687,< 5 Years
14648,0.65,False,False,False,,51653,< 5 Years
14649,3.1,True,True,True,PyTorch,3149,< 5 Years
14650,0.67,False,False,False,,248914,< 5 Years
14651,2.2,True,False,False,Keras,68530,< 5 Years
14652,23.4,True,False,False,,2782,20-25 Years
14653,2.9,True,False,False,PyTorch,59784,< 5 Years
14654,2.4,True,False,False,,12071,< 5 Years
14655,2.0,True,True,True,TensorFlow,1359,< 5 Years
14656,1.6,True,True,True,Keras,1371,< 5 Years
14657,2.0,True,False,False,Keras,290,< 5 Years
14658,7.3,True,False,True,Scikit-learn,1837,5-10 Years
14659,4.8,True,False,False,Scikit-learn,64988,< 5 Years
14660,1.1,True,False,True,,62517,< 5 Years
14661,2.1,True,True,True,,65097,< 5 Years
14662,2.3,True,False,True,Keras,63384,< 5 Years
14663,0.59,True,False,False,,68518,< 5 Years
14664,0.45,True,False,False,Keras,54020,< 5 Years
14665,21.6,True,True,False,Scikit-learn,723,20-25 Years
14666,4.6,True,False,True,Scikit-learn,9752,< 5 Years
14667,2.2,True,False,False,,74189,< 5 Years
14668,6.5,True,False,False,PyTorch,62622,5-10 Years
14669,4.8,False,False,False,,7410,< 5 Years
14670,25.6,False,False,True,,87155,25+ Years
14671,2.0,True,False,False,Keras,50971,< 5 Years
14672,2.4,True,True,True,,15150,< 5 Years
14673,1.9,True,False,False,,64079,< 5 Years
14674,0.74,True,False,False,TensorFlow,59341,< 5 Years
14675,2.9,True,False,True,Scikit-learn,72634,< 5 Years
14676,12.7,True,False,False,Scikit-learn,661,10-15 Years
14677,3.2,True,False,False,Keras,58899,< 5 Years
14678,23.6,True,False,False,Scikit-learn,76935,20-25 Years
14679,7.5,True,False,True,Keras,67085,5-10 Years
14680,4.7,True,False,True,Keras,1602,< 5 Years
14681,1.2,False,True,True,,117625,< 5 Years
14682,3.9,True,False,True,PyTorch,147316,< 5 Years
14683,2.5,True,False,False,Scikit-learn,2151,< 5 Years
14684,0.64,True,True,False,,56331,< 5 Years
14685,0.44,True,True,True,TensorFlow,1145,< 5 Years
14686,0.0,False,False,False,,53720,< 5 Years
14687,0.0,False,False,False,,57101,< 5 Years
14688,1.9,True,True,False,Scikit-learn,5808,< 5 Years
14689,0.3,True,False,True,Scikit-learn,2,< 5 Years
14690,8.5,True,False,True,Scikit-learn,813,5-10 Years
14691,0.57,False,False,True,,55484,< 5 Years
14692,0.47,True,False,False,,39661,< 5 Years
14693,3.5,True,True,True,TensorFlow,61254,< 5 Years
14694,3.2,False,True,False,,57669,< 5 Years
14695,29.0,True,False,True,TensorFlow,69874,25+ Years
14696,13.3,True,True,True,Keras,71076,10-15 Years
14697,15.8,False,False,False,Scikit-learn,1929,15-20 Years
14698,9.6,True,False,False,Keras,147,5-10 Years
14699,29.5,True,True,False,Scikit-learn,71961,25+ Years
14700,0.3,True,False,False,Scikit-learn,65957,< 5 Years
14701,11.0,True,False,True,Keras,119885,10-15 Years
14702,0.0,False,False,False,,64684,< 5 Years
14703,0.21,False,False,False,,42929,< 5 Years
14704,4.6,True,False,False,Scikit-learn,62693,< 5 Years
14705,4.4,True,False,False,Scikit-learn,71290,< 5 Years
14706,3.4,True,False,False,,57400,< 5 Years
14707,4.6,True,False,True,Keras,51085,< 5 Years
14708,22.9,False,True,False,,51538,20-25 Years
